,Symbol,Owner,Relationship,Date,Cost,Number of Shares,Value,Total Shares,Filing,Type,Current_Price,200_Moving_Average
791,TRHC,Knowlton Calvin H,Chief Executive Officer,"Jul 20, 2020",$58.51,8000,468042,727872,"Jul 22, 2020, 04:25 PM",sell,55.97999954223633,53.02612491607666
792,BLK,McCombe Mark,Senior Managing Director,"Jul 20, 2020",$580.16,3000,1740472,22471,"Jul 22, 2020, 04:22 PM",sell,570.6199951171875,498.8849510192871
793,ELVG,LAZARETOS PANAGIOTIS NIKOLAOS,10% Owner,"Jul 16, 2020",$0.79,1000,792,6849800,"Jul 22, 2020, 04:19 PM",sell,0.8999999761581421,0.8925649312796531
794,ELVG,LAZARETOS PANAGIOTIS NIKOLAOS,10% Owner,"Jul 15, 2020",$0.74,200,147,6850800,"Jul 22, 2020, 04:19 PM",sell,0.8999999761581421,0.8925649312796531
795,AMD,Norrod Forrest Eugene,SVP & GM DESG,"Jul 20, 2020",$55.25,75000,4143750,677100,"Jul 22, 2020, 04:17 PM",sell,69.4000015258789,47.33755003929138
796,NKE,Campion Andrew,CHIEF OPERATING OFFICER,"Jul 21, 2020",$98.56,56313,5550209,125993,"Jul 22, 2020, 04:16 PM",sell,98.43000030517578,93.6209500694275
797,TTGT,MARINO ROGER M,Director,"Jul 20, 2020",$33.46,59869,2003217,1629015,"Jul 22, 2020, 04:16 PM",sell,34.400001525878906,25.487049980163576
798,TTGT,MARINO ROGER M,Director,"Jul 21, 2020",$33.81,29854,1009364,212101,"Jul 22, 2020, 04:16 PM",sell,34.400001525878906,25.487049980163576
799,TTGT,MARINO ROGER M,Director,"Jul 21, 2020",$33.82,30131,1019030,1598884,"Jul 22, 2020, 04:16 PM",sell,34.400001525878906,25.487049980163576
800,TTGT,MARINO ROGER M,Director,"Jul 20, 2020",$33.45,60146,2011884,241955,"Jul 22, 2020, 04:16 PM",sell,34.400001525878906,25.487049980163576
801,ADPT,GOEL DAVID E.,Director,"Jul 20, 2020",$40.00,2000000,80000000,13115090,"Jul 22, 2020, 04:15 PM",sell,n/a,n/a
802,MS,Hotsuki Keishi,Chief Risk Officer,"Jul 20, 2020",$52.00,19000,988000,243666,"Jul 22, 2020, 04:11 PM",sell,50.18000030517578,46.01495008468628
803,IMUX,Groeppel Manfred,Chief Operating Officer,"Jul 20, 2020",$14.44,5000,72200,279480,"Jul 22, 2020, 04:06 PM",sell,15.779999732971191,9.225235011577606
804,IMUX,Groeppel Manfred,Chief Operating Officer,"Jul 21, 2020",$15.62,650,10155,278830,"Jul 22, 2020, 04:06 PM",sell,15.779999732971191,9.225235011577606
805,IMUX,Vitt Daniel,Chief Executive Officer,"Jul 21, 2020",$15.62,1300,20310,362877,"Jul 22, 2020, 04:05 PM",sell,15.779999732971191,9.225235011577606
806,IMUX,Vitt Daniel,Chief Executive Officer,"Jul 20, 2020",$14.44,5000,72200,364177,"Jul 22, 2020, 04:05 PM",sell,15.779999732971191,9.225235011577606
807,NK,Simon Barry J.,See remarks,"Jul 21, 2020",$15.50,1565,24258,3170540,"Jul 22, 2020, 04:05 PM",sell,13.239999771118164,4.994560004472732
808,NK,Simon Barry J.,See remarks,"Jul 20, 2020",$15.53,128435,1995071,3170540,"Jul 22, 2020, 04:05 PM",sell,13.239999771118164,4.994560004472732
809,HOOK,SOFINNOVA CAPITAL VI FCPR,10% Owner,"Jun 29, 2020",$11.78,3280,38628,3960574,"Jul 22, 2020, 04:03 PM",sell,10.949999809265137,9.89092500925064
810,HOOK,SOFINNOVA CAPITAL VI FCPR,10% Owner,"Jul 20, 2020",$11.94,12483,149102,3948091,"Jul 22, 2020, 04:03 PM",sell,10.949999809265137,9.89092500925064
811,AAOI,Chang Hung-Lun (Fred),*** See Remarks,"Jul 20, 2020",$12.00,1080,12960,104379,"Jul 22, 2020, 04:01 PM",sell,13.619999885559082,10.268699970245361
812,JBHT,Bracy Kevin,"VP, Treasurer","Jul 22, 2020",$133.26,1249,166445,3599,"Jul 22, 2020, 03:53 PM",sell,130.7899932861328,110.5829998779297
813,KR,MOORE CLYDE R,Director,"Jul 21, 2020",$34.89,13000,453570,119677,"Jul 22, 2020, 03:40 PM",sell,34.709999084472656,29.92974994659424
814,UFPI,PETERS ALLEN T,"Pres & COO, UFP Retail, LLC","Jul 22, 2020",$52.00,1767,91884,127224,"Jul 22, 2020, 03:25 PM",sell,54.90999984741211,45.795049839019775
815,ISRG,Samath Jamie,SVP of Finance,"Jul 21, 2020",$663.33,752,498824,207,"Jul 22, 2020, 03:15 PM",sell,675.3300170898438,556.0369018554687
816,ISRG,LEVY ALAN J,Director,"Jul 21, 2020",$670.71,1800,1207276,7839,"Jul 22, 2020, 03:13 PM",sell,675.3300170898438,556.0369018554687
