Symbol,Company Name,Market Capitalization,Sector,Industry,Dividend Yield,Beta
EDNT,Edison Nation Inc,$33.7M,Consumer Discretionary,Leisure Products,--,--
EDPFY,"EDP-Energias de Portugal, S.A (ADR)",$19.7B,Utilities,Electric Utilities,3.81%,0.6
EDRVF,EDP RENOVAVEIS SA SHS,$13.1B,,,0.52%,0.9
EDRY,EuroDry Ltd,$8.5M,Industrials,Marine,--,--
EDSA,Edesa Biotech Inc,$48.1M,Health Care,Biotechnology,--,0.3
EDSFF,Exceed Co Ltd,$20.3K,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",--,1
EDTK,Skillful Craftsman Education Tech Ltd,--,,,--,--
EDTXF,Spectral Medical Inc,$92.3M,Health Care,Biotechnology,--,1.9
EDU,New Oriental Education & Tech Grp (ADR),$21.9B,Consumer Discretionary,Diversified Consumer Services,--,1.3
EDUC,Educational Development Corporation,$120.9M,Consumer Discretionary,Distributors,1.67%,1.6
EE,El Paso Electric Company,$2.8B,Utilities,Electric Utilities,2.41%,0.4
EEA,European Equity Fund Inc,$68.0M,,,1.65%,1
EEFT,"Euronet Worldwide, Inc.",$5.2B,Information Technology,IT Services,--,1.2
EEGI,"Eline Entertainment Group, Inc.",$.0K,Consumer Discretionary,Diversified Consumer Services,--,--
EENEF,ELECTROCOMPONENTS PLC ORD,$3.8B,,,2.34%,1.3
EENR,Elite Energies Inc,$73.6K,,,--,--
EESE,Energy and Environmental Services Inc,$3.2M,Materials,Chemicals,--,1.2
EESH,"EESTech, Inc.",$4.9M,Industrials,Machinery,--,0.1
EEX,Emerald Holding Inc,$198.6M,Communication Services,Media,--,--
EFBI,Eagle Financial Bancorp Inc,$25.2M,Financials,Thrifts & Mortgage Finance,0.31%,--
EFC,Ellington Financial Inc,$535.9M,Financials,Mortgage Real Estate Investment Trusts (REITs),8.85%,2
EFC-A,Ellington Financial Inc,--,Financials,Mortgage Real Estate Investment Trusts (REITs),8.45%,--
EFF,Eaton Vance FloatingRate Incme Plus Fund,$108.2M,,,6.46%,0.7
EFGIF,EFG INTERNATIONAL AG NAMEN AKT,$1.8B,,,--,1.6
EFIR,"EGPI Firecreek, Inc.",$.0K,Energy,"Oil, Gas & Consumable Fuels",--,-1.5
EFLI,Cell Tech International Inc,$279.5K,,,--,--
EFLN,Efuel EFN Corp,$246.0K,,,--,--
EFLS,Exercise For Life Systems Inc,$104.0K,,,--,--
EFLT,eFleets Corp,$54.2K,Consumer Discretionary,Automobiles,--,--
EFLVF,ELECTROVAYA INC,$57.7M,Industrials,Electrical Equipment,--,1.6
EFOI,Energy Focus Inc,$16.3M,Industrials,Electrical Equipment,--,1.8
EFR,Eaton Vance Senior Floating-Rate Trust,$414.5M,,,8.07%,0.6
EFRTF,NEXUS REIT,$122.1M,Real Estate,Equity Real Estate Investment Trusts (REITs),10.35%,0.9
EFSC,Enterprise Financial Services Corp,$796.9M,Financials,Banks,2.41%,1.3
EFSH,1847 Holdings LLC,$6.5M,,,--,--
EFSI,Eagle Financial Services Inc,$88.5M,Financials,Banks,4.01%,0.6
EFT,Eaton Vance Floating-Rate Income Trust,$459.6M,,,7.68%,0.7
EFTI,"EarthFirst Technologies, Inc.",$61.2K,Industrials,Commercial Services & Supplies,--,--
EFX,Equifax Inc.,$21.4B,Industrials,Professional Services,0.93%,1.2
EGAN,eGain Corp,$314.6M,Information Technology,Software,--,0.8
EGBB,Earth Gen-Biofuel Inc,$4.4M,,,--,-2.9
EGBN,"Eagle Bancorp, Inc.",$1.0B,Financials,Banks,2.91%,1
EGDD,Eastern Goldfields Inc,$598.7K,Materials,Metals & Mining,--,--
EGDW,Edgewater Bancorp Inc,$14.5M,Financials,Banks,--,0.4
EGF,BlackRock Enhanced Government Fund Inc,$62.9M,,,3.70%,0.1
EGFHF,ECHELON FINANCIAL HLDGS INC,$50.4M,Financials,Insurance,--,0.2
EGHSF,ENGHOUSE SYSTEMS LTD,$3.0B,Information Technology,Software,0.73%,0.9
EGHT,"8x8, Inc.",$1.7B,Information Technology,Software,--,1
EGKLF,ELRINGKLINGER AG,$383.3M,Consumer Discretionary,Auto Components,--,1.6
EGLE,Eagle Bulk Shipping Inc.,$159.3M,Industrials,Marine,--,1.1
EGO,Eldorado Gold Corp (USA),$1.9B,Materials,Metals & Mining,--,2
EGOC,Energy 1 Corp,$816.9K,,,--,--
EGOV,NIC Inc.,$1.5B,Information Technology,IT Services,1.62%,0.3
EGP,Eastgroup Properties Inc,$4.8B,Real Estate,Equity Real Estate Investment Trusts (REITs),2.48%,0.8
EGPLF,EAGLE PLAINS RESOURCES LTD,$10.5M,Materials,Metals & Mining,--,1.1
EGRN,Evergreen-Agra Global Investments Inc,$6.6M,,,--,--
EGRNF,CHINA EVERGRANDE GROUP SHS,$36.8B,,,--,1.9
EGRX,Eagle Pharmaceuticals Inc,$668.8M,Health Care,Biotechnology,--,1
EGSNF,ENERGYO SOLUTIONS RUSSIA AB SHS,$76.1M,,,--,0.9
EGTK,American Mobile Power Inc,$344.5K,Energy,"Oil, Gas & Consumable Fuels",--,-4.1
EGXP,Eagle Exploration Company,$92.2K,,,--,--
EGY,"VAALCO Energy, Inc.",$70.1M,Energy,"Oil, Gas & Consumable Fuels",--,1.7
EGYF,Energy Finders Inc.,$1.2M,,,--,0.4
EH,EHang Holdings Ltd - ADR,$546.2M,Industrials,Aerospace & Defense,--,--
EHC,Encompass Health Corp,$6.6B,Health Care,Health Care Providers & Services,1.70%,0.9
EHGRF,STAR ENTMT GROUP LTD SHS,$856.1M,,,--,1.5
EHI,Western Asset Global High Income Fnd Inc,$424.8M,,,8.30%,0.9
EHMEF,GOEASY LTD,$580.3M,Financials,Consumer Finance,3.25%,1.9
EHTH,"eHealth, Inc.",$2.9B,Financials,Insurance,--,0.1
EHVVF,ehave Inc,$4.0M,,,--,--
EIC,Eagle Point Income Company Inc,$79.7M,,,7.37%,--
EIDX,Eidos Therapeutics Inc,$1.7B,Health Care,Biotechnology,--,--
EIFZF,EXCHANGE INCOME CORP,$685.6M,Industrials,Airlines,8.59%,2.5
EIG,"Employers Holdings, Inc.",$991.4M,Financials,Insurance,3.13%,0.2
EIGI,Endurance International Group Hldgs Inc,$877.8M,Information Technology,IT Services,--,2.3
EIGR,Eiger Biopharmaceuticals Inc,$252.8M,Health Care,Biotechnology,--,1.5
EIHC,Environmental Infrastructure Hldngs Corp,$78.9K,,,--,--
EIM,Eaton Vance Municipal Bond Fund,$991.4M,,,4.49%,0.1
EINF,Enterprise Informatics Inc.,$41.3K,Information Technology,Software,--,--
EIPC,Enable IPC Corp,$169.8K,,,--,2.5
EIX,Edison International,$21.4B,Utilities,Electric Utilities,4.50%,0.5
EJH,E-Home Household Service Holdings Ltd,--,,,--,--
EJPRF,EAST JAPAN RAILWAY CO ORD,$25.8B,,,--,0.8
EJTTF,EASYJET PLC ORD,$3.7B,,,7.07%,1.6
EKCS,"Electronic Control Security, Inc.",$1.1M,Information Technology,"Electronic Equipment, Instruments & Components",--,0.6
EKKH,New Momentum Corp,$186.5M,,,--,--
EKNL,EKO International Corp,$126.7K,Industrials,Commercial Services & Supplies,--,2.9
EKONF,GREAT WALL BELT RD HLDGS LTD COM SHS,$10.5M,,,--,0.5
EKSN,Erickson Inc,$248.7K,,,--,--
EKSO,Ekso Bionics Holdings Inc,$56.5M,Health Care,Health Care Equipment & Supplies,--,2
EL,Estee Lauder Companies Inc,$69.8B,Consumer Staples,Personal Products,--,0.8
ELA,Envela Corp,$109.6M,Consumer Discretionary,Specialty Retail,--,0.3
ELAMF,"Elamex, S.A. de C.V.",$76.5M,,,--,--
ELAN,Elanco Animal Health Inc,$9.3B,Health Care,Pharmaceuticals,--,--
ELC,Entergy Louisiana LLC,--,,,4.76%,--
ELCGF,ELECTRA STONE LTD,$177.2K,Materials,Metals & Mining,--,--
ELCI,Eastern Light Capital Inc,$6.0K,Financials,Mortgage Real Estate Investment Trusts (REITs),--,--
ELCO,"Elcom International, Inc.",$215.7M,Information Technology,Software,--,--
ELCPF,EDP ENERGIAS DE PORTUGAL SA REG SHS,$18.9B,,,--,1.2
ELCQ,Electromedical Technologies Inc,$53.9M,,,--,--
ELCR,"Electric Car Company, Inc.",$.0K,Consumer Discretionary,Automobiles,--,--
ELED,ExeLED Holdings Inc,$498.9K,Industrials,Electrical Equipment,--,-1
ELEEF,ELEMENT FLEET MANAGEMENT CP,$3.2B,Financials,Diversified Financial Services,1.86%,1
ELEZF,ENDESA S A ORD,$22.2B,,,7.61%,0.7
ELF,e.l.f. Beauty Inc,$910.6M,Consumer Staples,Personal Products,--,2.3
ELGXQ,"Endologix, Inc.",$1.7M,Health Care,Health Care Equipment & Supplies,--,0.4
ELJ,Entergy Louisiana LLC,$208.3M,,,5.02%,0.1
ELKMF,GOLD ROAD RESOURCES LTD SHS,$1.2B,,,--,0.3
ELLH,Elah Holdings Inc,$35.1M,,,--,--
ELLO,Ellomay Capital Ltd.,$310.9M,Utilities,Independent Power & Renewable Electricity Producers,--,1.5
ELMD,"Electromed, Inc.",$139.4M,Health Care,Health Care Equipment & Supplies,--,0.4
ELNX,"Aperture Health, Inc.",$22.3K,,,--,4.7
ELOX,Eloxx Pharmaceuticals Inc,$122.8M,Health Care,Pharmaceuticals,--,2.4
ELP,Companhia Paranaense de Energia (ADR),$1.6B,Utilities,Electric Utilities,3.25%,0.8
ELRA,Elray Resources Inc,$240.6K,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,--
ELRE,Yinfu Gold Corp,$34.9M,Communication Services,Interactive Media & Services,--,--
ELRN,Greenwood Hall Inc,$.0K,Consumer Discretionary,Diversified Consumer Services,--,--
ELRNF,Elron Electronic Industries Ltd (USA),$99.0M,Financials,Diversified Financial Services,--,0.8
ELRRF,ELORO RESOURCES LTD,$36.6M,Materials,Metals & Mining,--,1.8
ELS,"Equity Lifestyle Properties, Inc.",$12.0B,Real Estate,Equity Real Estate Investment Trusts (REITs),2.09%,0.5
ELSE,"Electro-Sensors, Inc.",$12.3M,Information Technology,"Electronic Equipment, Instruments & Components",--,0.5
ELST,"Electronic Systems Technology, Inc.",$989.4K,Information Technology,Communications Equipment,--,0.3
ELTK,Eltek Ltd.,$19.0M,Information Technology,"Electronic Equipment, Instruments & Components",--,-2.9
ELTP,Elite Pharmaceuticals Inc,$56.5M,Health Care,Pharmaceuticals,--,0.9
ELTZ,Elite Group Inc,$45.0K,,,--,--
ELUXF,AKTIEBOLAGET ELECTROLUX ORD,$4.8B,,,--,1.2
ELUXY,Electrolux AB (ADR),$5.3B,Consumer Discretionary,Household Durables,--,1.4
ELVAF,EVOLVA HOLDING AG NAMEN AKT,$238.3M,,,--,2.4
ELVG,Elvictor Group Inc,$19.1M,,,--,--
ELVT,Elevate Credit Inc,$75.0M,Financials,Consumer Finance,--,--
ELXMF,NOVA EYE MEDICAL LTD SHS,$46.0M,,,--,0.9
ELXPF,ELIXIR PETROLEUM LTD SHS NEW,$10.0M,,,--,1.1
ELY,Callaway Golf Co,$1.7B,Consumer Discretionary,Leisure Products,0.22%,1.9
EMAN,eMagin Corporation,$53.9M,Information Technology,Semiconductors & Semiconductor Equipment,--,1.7
EMBI,Emerald Bioscience Inc,$21.5M,Health Care,Biotechnology,--,1.1
EMBVF,ARCA CONTL SAB DE CV SHS,$7.3B,,,3.19%,0.7
EMBYF,NEXERA ENERGY INC,$647.1K,Energy,"Oil, Gas & Consumable Fuels",--,2.7
EMCF,Emclaire Financial Corp,$58.4M,Financials,Banks,5.68%,0.6
EMD,Western Asset Emerging Mrkts Dbt Fnd Inc,$753.1M,,,9.57%,0.8
EMDF,XL Rent Inc,$10.0K,Health Care,Health Care Equipment & Supplies,--,-7.3
EME,Emcor Group Inc,$3.5B,Industrials,Construction & Engineering,0.50%,1
EMF,Templeton Emerging Markets,$247.1M,,,4.01%,1.2
EMGC,Emergent Capital Inc,$52.4M,Financials,Consumer Finance,--,-1.6
EMIS,"Emisphere Technologies, Inc.",$372.4M,Health Care,Pharmaceuticals,--,1.7
EMKR,EMCORE Corporation,$90.5M,Information Technology,Communications Equipment,--,0.8
EML,Eastern Co,$105.9M,Industrials,Machinery,2.55%,0.9
EMLL,El Maniel International Inc,$.0K,,,--,--
EMMA,Emmaus Life Sciences Inc,$124.8M,Health Care,Pharmaceuticals,--,2
EMMD,eMedia Group Inc,$232.0K,,,--,--
EMMS,Emmis Communications Corporation,$20.2M,Communication Services,Media,--,0.9
EMN,Eastman Chemical Company,$10.4B,Materials,Chemicals,3.45%,1.7
EMNSF,ELEMENTIS PLC ORD,$476.3M,,,--,2.2
EMO,Clearbridge Energy MidstreamOprtntyFdInc,$161.3M,,,11.50%,3.1
EMPM,Empire Post Media Inc,$29.4M,,,--,3.9
EMPO,Empowered Products Inc,$175.8K,Consumer Staples,Personal Products,--,-3.2
EMPR,Empire Petroleum Corporation,$6.3M,Energy,"Oil, Gas & Consumable Fuels",--,1.9
EMQU,Em Quantum Technologies Inc,$12.8M,Information Technology,Software,--,--
EMR,Emerson Electric Co.,$38.2B,Industrials,Electrical Equipment,3.13%,1.5
EMRN,e-MARINE Global Inc,$5.2M,Industrials,Transportation Infrastructure,--,--
EMRRF,EVRIM RESOURCES CORP,$33.3M,Materials,Metals & Mining,--,1.7
EMYB,"Embassy Bancorp, Inc.",$92.7M,Financials,Banks,1.77%,0.8
EMYIF,EUROMONEY INSTL INVESTOR ORD,$1.7B,,,--,1.2
ENAB,"Enable Holdings, Inc.",$49.3K,Consumer Discretionary,Internet & Direct Marketing Retail,--,1.9
ENAFF,ENABLENCE TECHNOLOGIES INC,$3.9M,Information Technology,Communications Equipment,--,0.6
ENB,Enbridge Inc (USA),$63.4B,Energy,"Oil, Gas & Consumable Fuels",7.66%,0.9
ENBL,Enable Midstream Partners LP,$2.0B,Energy,"Oil, Gas & Consumable Fuels",13.80%,2.5
ENBP,ENB Financial Corp.,$103.5M,Financials,Banks,3.46%,0.3
ENCC,Encompass Compliance Corp,$81.9K,Industrials,Professional Services,--,1.2
ENCR,Ener-Core Inc,$234.1K,Industrials,Electrical Equipment,--,2.3
ENDGF,ENDURANCE GOLD CORP,$6.6M,Materials,Metals & Mining,--,2.4
ENDO,Omnicanna Health Solutions Inc,$131.7K,Consumer Staples,Personal Products,--,1.4
ENDP,Endo International PLC,$767.2M,Health Care,Pharmaceuticals,--,1.5
ENDV,Endonovo Therapeutics Inc,$1.5M,Health Care,Biotechnology,--,2.6
ENG,ENGlobal Corp,$31.5M,Energy,Energy Equipment & Services,--,1.6
ENGA,Engage Mobility Inc,$736.4K,Communication Services,Media,--,-2.5
ENGFF,ENERGULF RESOURCES INC,$9.9K,Energy,"Oil, Gas & Consumable Fuels",--,--
ENGT,Energy & Technology Corp,$49.7M,Energy,Energy Equipment & Services,--,--
ENGY,Central Energy Partners LP,$78.4K,Energy,"Oil, Gas & Consumable Fuels",--,4.8
ENHD,Energroup Holdings Corp,$317.0K,Consumer Staples,Food Products,--,--
ENHT,enherent Corp.,$120.5K,Information Technology,IT Services,--,2.5
ENIA,Enel Americas SA (ADR),$11.7B,Utilities,Electric Utilities,6.94%,1.1
ENIC,Enel Chile SA - ADR,$5.5B,Utilities,Electric Utilities,6.63%,1
ENKS,Enerkon Solar International Inc,$4.9M,,,--,0.9
ENLC,EnLink Midstream LLC,$1.2B,Energy,"Oil, Gas & Consumable Fuels",14.65%,3.4
ENLV,Enlivex Therapeutics Ltd,$74.4M,Health Care,Biotechnology,--,1.9
ENO,Entergy New Orleans LLC,--,,,5.14%,--
ENOB,Enochian Biosciences Inc,$192.1M,Health Care,Biotechnology,--,0.6
ENPH,Enphase Energy Inc,$7.7B,Information Technology,Semiconductors & Semiconductor Equipment,--,1.1
ENPRF,CURRENT WATER TECHGS INC,$2.9M,Utilities,Water Utilities,--,0.6
ENQUF,ENQUEST PLC LONDON SHS,$254.4M,,,--,2.7
ENR,Energizer Holdings Inc,$3.3B,Consumer Staples,Household Products,2.46%,1.2
ENR-A,Energizer Holdings Inc,--,Consumer Staples,Household Products,7.56%,--
ENRFF,ENERFLEX LTD,$340.3M,Energy,Energy Equipment & Services,1.48%,0.9
ENRT,Enertopia Corp,$1.9M,Materials,Metals & Mining,--,2.2
ENS,EnerSys,$2.8B,Industrials,Electrical Equipment,1.06%,1.6
ENSG,"The Ensign Group, Inc.",$2.5B,Health Care,Health Care Providers & Services,0.44%,0.8
ENSV,Enservco Corp,$11.0M,Energy,Energy Equipment & Services,--,2.5
ENT,Global Eagle Entertainment Inc,$7.9M,Communication Services,Entertainment,--,1.1
ENTA,Enanta Pharmaceuticals Inc,$975.0M,Health Care,Biotechnology,--,0.5
ENTG,Entegris Inc,$9.4B,Information Technology,Semiconductors & Semiconductor Equipment,0.51%,1.3
ENTI,Encounter Technologies Inc,$.0K,,,--,--
ENTX,Entera Bio Ltd,$39.6M,Health Care,Biotechnology,--,--
ENV,Envestnet Inc,$4.3B,Information Technology,Software,--,1.7
ENVA,Enova International Inc,$427.8M,Financials,Consumer Finance,--,1.9
ENVS,Enova Systems Inc,$148.4K,Consumer Discretionary,Auto Components,--,1.5
ENX,Eaton Vance New York Municipal Bond Fund,$218.5M,,,4.37%,0.1
ENYNF,EnerNorth Industries Inc.,$.9K,Energy,"Oil, Gas & Consumable Fuels",--,--
ENZ,"Enzo Biochem, Inc.",$118.8M,Health Care,Health Care Providers & Services,--,0.9
ENZC,Enzolytics Inc,$272.1K,,,--,-3.1
ENZN,Enzon Pharmaceuticals Inc,$7.6M,Health Care,Biotechnology,69.57%,0
EOCCY,Enel Generacion Chile SA (ADR),$3.4B,Utilities,Independent Power & Renewable Electricity Producers,8.82%,1.3
EOD,Wells Fargo Global Dividend Oppty Fund,$193.6M,,,13.03%,1
EOG,EOG Resources Inc,$28.5B,Energy,"Oil, Gas & Consumable Fuels",2.99%,1.9
EOGSF,EMERALD RES NL SHS,$226.5M,,,--,1.3
EOI,Eaton Vance Enhanced Equity Income Fund,$594.2M,,,7.00%,1
EOLS,Evolus Inc,$113.3M,Health Care,Pharmaceuticals,--,--
EONGY,E.ON SE (ADR),$31.3B,Utilities,Multi-Utilities,4.21%,0.7
EOPSF,ELECTRO OPTIC SYSTEMS LTD SHS,$505.1M,,,--,2.1
EOPT,Eos Petro Inc,$5.5M,Energy,"Oil, Gas & Consumable Fuels",--,-2.2
EOS,Eaton Vance Enhanced Equity Incm. Fd. II,$705.9M,,,6.48%,1.1
EOSC,Electro Optical Systems Corp,$.0K,,,--,--
EOSI,"Eos International, Inc.",$327.3K,,,--,2.2
EOSS,Eos Inc,$63.0M,,,--,--
EOT,Eaton Vance National Municipl Opprtnt Tr,$303.2M,,,3.88%,0.3
EP-C,El Paso Energy Capital Trust I,--,,,5.05%,--
EPAC,Enerpac Tool Group Corp,$1.1B,Industrials,Machinery,0.21%,1.4
EPAM,EPAM Systems Inc,$15.5B,Information Technology,IT Services,--,1.3
EPAY,Bottomline Technologies (DE) Inc,$2.2B,Information Technology,Software,--,1.3
EPAZ,Auto Dataflow Inc,$14.3M,Information Technology,Software,--,3.4
EPC,Edgewell Personal Care Co,$1.6B,Consumer Staples,Personal Products,--,0.8
EPD,Enterprise Products Partners L.P.,$39.9B,Energy,"Oil, Gas & Consumable Fuels",9.65%,1.4
EPEO,E' Prime Aerospace Corporation,$56.0K,Industrials,Aerospace & Defense,--,--
EPGC,Ecom Products Group Corp,$3.1K,,,--,--
EPGG,Empire Global Gaming Inc,$8.5M,,,--,1
EPM,Evolution Petroleum Corp,$90.0M,Energy,"Oil, Gas & Consumable Fuels",3.61%,1.4
EPOR,EPIC Corp,$3.8M,Financials,Diversified Financial Services,--,-3.5
EPR,EPR Properties,$2.5B,Real Estate,Equity Real Estate Investment Trusts (REITs),14.31%,1.4
EPR-C,EPR Properties,--,Real Estate,Equity Real Estate Investment Trusts (REITs),7.75%,--
EPR-E,EPR Properties,--,Real Estate,Equity Real Estate Investment Trusts (REITs),8.95%,--
EPR-G,EPR Properties,--,Real Estate,Equity Real Estate Investment Trusts (REITs),8.40%,--
EPRSQ,Epirus Biopharmaceuticals Inc,$82.5K,Health Care,Biotechnology,--,5.3
EPRT,Essential Properties Realty Trust Inc,$1.4B,Real Estate,Equity Real Estate Investment Trusts (REITs),6.04%,--
EPSN,Epsilon Energy Ltd,$80.5M,Energy,"Oil, Gas & Consumable Fuels",--,0.3
EPTI,Environmental Packaging Tech Holdngs Inc,$6.7K,,,--,--
EPWCF,Empower Clinics Inc,$6.6M,Health Care,Health Care Providers & Services,--,--
EPXY,EPOXY Inc,$35.1K,,,--,2.1
EPZM,Epizyme Inc,$1.4B,Health Care,Biotechnology,--,2
EQ,Equillium Inc,$232.5M,Health Care,Biotechnology,--,--
EQBK,Equity BancShares Inc,$218.4M,Financials,Banks,--,0.8
EQC,Equity Commonwealth,$3.9B,Real Estate,Equity Real Estate Investment Trusts (REITs),--,0.3
EQC-D,Equity Commonwealth,--,Real Estate,Equity Real Estate Investment Trusts (REITs),5.86%,--
EQFN,Equitable Financial Corp.,$28.6M,Financials,Thrifts & Mortgage Finance,--,0.6
EQH,Equitable Holdings Inc,$9.3B,Financials,Diversified Financial Services,3.34%,--
EQIX,Equinix Inc,$65.3B,Real Estate,Equity Real Estate Investment Trusts (REITs),1.45%,0.4
EQKR,EQK Realty Investors I,$.0K,,,--,--
EQNR,Equinor ASA (ADR),$50.4B,Energy,"Oil, Gas & Consumable Fuels",6.92%,1.1
EQR,Equity Residential,$20.4B,Real Estate,Equity Real Estate Investment Trusts (REITs),4.33%,0.6
EQS,"Equus Total Return, Inc.",$18.9M,Financials,Capital Markets,--,0.9
EQT,EQT Corporation,$3.6B,Energy,"Oil, Gas & Consumable Fuels",--,1.3
EQTE,EQM Technologies & Energy Inc,$211.5K,,,--,--
EQTRF,ALTAMIRA GOLD CORP,$8.4M,Materials,Metals & Mining,--,1.3
EQTXF,EQUITORIAL EXPLORATION CORP,$1.1M,Materials,Metals & Mining,--,3.1
EQUI,"EquiFin, Inc.",$87.5K,,,--,8
EQUR,E-QURE Corp,$2.6M,,,--,3.3
EQXLF,EQUATORIAL RESOURCES LTD SHS,$37.3M,,,--,0.3
ERBA,ERBA Diagnostics Inc,$8.8M,Health Care,Health Care Equipment & Supplies,--,1.3
ERBB,American Green Inc,$95.5K,Health Care,Pharmaceuticals,--,-0.9
ERC,Wells Fargo Multi-Sector Income Fund,$327.6M,,,10.65%,0.7
EREPF,ZONTE METALS INC COM,$12.7M,,,--,0.3
ERF,Enerplus Corp (USA),$589.8M,Energy,"Oil, Gas & Consumable Fuels",3.28%,3.5
ERFB,"ERF Wireless, Inc.",$7.6M,Communication Services,Wireless Telecommunication Services,--,-6.7
ERGN,Ergo Science Corporation,$10.8M,,,--,--
ERGO,Entia Biosciences Inc,$225.5K,Consumer Staples,Personal Products,--,1.4
ERGTF,PANTERRA GOLD LTD SHS,$2.0M,,,--,2
ERGZF,ERG S P A ORD SHS,$2.3B,,,--,0.6
ERH,Wells Fargo Utilities and High Incm Fund,$123.3M,,,7.09%,0.8
ERHE,ERHC Energy Inc.,$1.7M,Energy,"Oil, Gas & Consumable Fuels",--,0.6
ERIC,Telefonaktiebolaget LM Ericsson,$35.5B,Information Technology,Communications Equipment,0.63%,0.5
ERIE,Erie Indemnity Company,$9.6B,Financials,Insurance,1.86%,0.5
ERII,"Energy Recovery, Inc.",$433.6M,Industrials,Machinery,--,2.9
ERILF,EMPIRE INDUSTRIES LTD,$30.1M,Industrials,Construction & Engineering,--,1.1
ERINQ,Erin Energy Corp,$129.2K,Energy,"Oil, Gas & Consumable Fuels",--,1.9
ERJ,Embraer SA (ADR),$1.2B,Industrials,Aerospace & Defense,--,0.5
ERKH,Eureka Homestead Bancorp Inc,$13.4M,,,--,--
ERMAF,ERAMET SA SHS,$924.7M,,,1.83%,1.3
EROS,Eros International plc,$465.7M,Communication Services,Entertainment,--,1.1
EROX,"Human Pheromone Sciences, Inc.",$27.0K,Consumer Staples,Personal Products,--,2.3
ERUC,"ER Urgent Care Holdings, Inc.",$3.8K,Health Care,Health Care Providers & Services,--,--
ERVFF,ERIN VENTURES INC,$3.4M,Materials,Metals & Mining,--,0.2
ES,Eversource Energy,$30.8B,Utilities,Electric Utilities,2.53%,0.4
ESALF,EISAI CO LTD ORD,$23.7B,,,--,1.1
ESALY,"Eisai Co., Ltd (ADR)",$23.2B,Health Care,Pharmaceuticals,--,0.5
ESBA,Empire State Realty OP LP,$166.1M,Real Estate,Equity Real Estate Investment Trusts (REITs),6.29%,0.7
ESBK,Elmira Savings Bank,$36.6M,Financials,Thrifts & Mortgage Finance,5.70%,0.7
ESBS,ES Bancshares Inc,$9.2M,,,--,0.3
ESCA,"Escalade, Inc.",$219.1M,Consumer Discretionary,Leisure Products,3.24%,1.2
ESE,ESCO Technologies Inc.,$2.3B,Industrials,Machinery,0.37%,1
ESEA,Euroseas Ltd.,$15.5M,Industrials,Marine,--,1
ESGI,EnSurge Inc,$17.6M,Materials,Metals & Mining,--,1.9
ESGR,Enstar Group Ltd.,$3.9B,Financials,Insurance,--,0.6
ESHDF,ESPRIT HLDGS LTD SHS,$132.1M,,,--,1.4
ESI,Element Solutions Inc,$2.7B,Materials,Chemicals,--,1.9
ESINQ,"ITT Educational Services, Inc.",$143.9K,Consumer Discretionary,Diversified Consumer Services,--,--
ESIV,Essential Innovations Technology Corp,$8.6K,Industrials,Machinery,--,--
ESKYF,ESKAY MINING CORP,$42.6M,Materials,Metals & Mining,--,1.7
ESLOF,ESSILOR LUXOTTICA SHS,$58.5B,,,1.70%,0.8
ESLT,Elbit Systems Ltd,$6.0B,Industrials,Aerospace & Defense,1.03%,0.7
ESMC,Escalon Medical Corp.,$1.1M,Health Care,Health Care Equipment & Supplies,--,-0.8
ESNC,EnSync Inc,$544.7K,Industrials,Electrical Equipment,--,0.7
ESNR,"Electronic Sensor Technology, Inc.",$356.2K,Information Technology,"Electronic Equipment, Instruments & Components",--,0.9
ESNT,Essent Group Ltd,$4.0B,Financials,Thrifts & Mortgage Finance,1.76%,1.5
ESOA,Energy Services of America Corp.,$9.9M,Energy,Energy Equipment & Services,--,0.5
ESP,Espey Manufacturing & Electronics Corp.,$42.7M,Industrials,Electrical Equipment,5.57%,0.3
